URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,5.0,7.0,-0.16666665277777895,0.02395209576057466,22.714285714285715,17.81970649895178,16.213596885295,22.714285714285715,85.0,501.0,1.6331236897274632,"{'us': 10, 'I': 4, 'we': 3, 'my': 1}",3.5229540918163673
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,20.0,50.0,-0.4285714224489797,0.04854368928672421,28.68,17.224546722454672,18.361818688981867,28.68,247.0,1442.0,1.6778242677824269,"{'us': 37, 'we': 41, 'I': 27, 'my': 1}",3.5665742024965326
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,86.0,32.0,0.4576271147658719,0.0680507496724044,23.885714285714286,18.181818181818183,16.82701298701299,23.885714285714286,304.0,1734.0,1.667464114832536,"{'I': 13, 'us': 22, 'we': 23, 'ours': 2}",3.6262975778546713
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,22.0,18.0,0.09999999750000006,0.03496503493447112,22.893617021276597,15.892193308550187,15.514324131930715,22.893617021276597,171.0,1144.0,1.5892193308550187,"{'us': 43, 'I': 13, 'we': 13}",3.2054195804195804
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,9.0,10.0,-0.05263157617728546,0.06810035817885177,30.444444444444443,22.99270072992701,21.374858069748583,30.444444444444443,63.0,279.0,1.854014598540146,"{'us': 6, 'we': 2, 'I': 3}",4.10752688172043
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,7.0,10.0,-0.17647057785467188,0.05059523794465703,24.846153846153847,17.956656346749224,17.121124077161227,24.846153846153847,58.0,336.0,1.7244582043343653,"{'us': 6, 'I': 5, 'we': 6, 'ours': 2}",3.8363095238095237
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,6.0,8.0,-0.14285713265306196,0.04011461306557417,21.0,9.523809523809524,12.20952380952381,21.0,32.0,349.0,1.431547619047619,"{'we': 8, 'I': 7, 'us': 14, 'my': 1}",2.504297994269341
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0.0,21.0,-0.9999999523809546,0.04941176458961938,19.285714285714285,14.074074074074074,13.343915343915345,19.285714285714285,57.0,425.0,1.565432098765432,"{'us': 4, 'my': 3, 'I': 4, 'we': 1}",2.8541176470588234
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,1.0,0.0,0.9999990000010001,0.022222221728395074,15.0,6.666666666666667,8.666666666666668,15.0,3.0,45.0,1.288888888888889,{'us': 1},1.8666666666666667
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5.0,11.0,-0.37499997656250145,0.060606060376492195,18.5,18.91891891891892,14.967567567567569,18.5,49.0,264.0,1.6177606177606179,"{'us': 3, 'we': 9, 'my': 1, 'I': 1}",3.0757575757575757
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,8.0,3.0,0.4545454132231443,0.06470588197231834,23.285714285714285,25.153374233128833,19.37563540753725,23.285714285714285,41.0,170.0,1.6748466257668713,"{'I': 9, 'us': 11}",4.0058823529411764
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,,,,,,,,,,,,,
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,5.0,21.0,-0.6153845917159773,0.05496828741021504,31.333333333333332,12.978723404255318,17.72482269503546,31.333333333333332,61.0,473.0,1.5085106382978724,"{'I': 13, 'us': 10, 'my': 3, 'we': 5}",2.9154334038054968
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,,,,,,,,,,,,,
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5.0,27.0,-0.6874999785156257,0.05119999991808,18.029411764705884,15.823817292006526,13.541291622684964,18.029411764705884,97.0,625.0,1.6166394779771616,"{'I': 11, 'us': 30, 'my': 9, 'we': 7}",3.3408
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,,,,,,,,,,,,,
145,https://insights.blackcoffer.com/blockchain-in-fintech/,11.0,11.0,0.0,0.03005464476768491,22.03030303030303,15.955983493810177,15.194514609645285,22.03030303030303,116.0,732.0,1.6286107290233838,"{'us': 12, 'I': 3, 'we': 4}",3.366120218579235
146,https://insights.blackcoffer.com/blockchain-for-payments/,22.0,28.0,-0.11999999760000006,0.053995680287261684,18.520833333333332,19.572553430821145,15.23735470566179,18.520833333333332,174.0,926.0,1.703037120359955,"{'we': 11, 'us': 21, 'my': 4, 'I': 13}",3.6295896328293735
147,https://insights.blackcoffer.com/the-future-of-investing/,25.0,13.0,0.31578946537396146,0.04393063578736343,24.314285714285713,17.038777908343125,16.541225449051534,24.314285714285713,145.0,865.0,1.6415981198589895,"{'I': 8, 'we': 5, 'us': 11}",3.608092485549133
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,25.0,40.0,-0.23076922721893497,0.0622605363388309,17.724137931034484,19.16342412451362,14.75502482221924,17.724137931034484,197.0,1044.0,1.6994163424124513,"{'I': 14, 'us': 11, 'we': 3, 'my': 1}",3.564176245210728
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,29.0,5.0,0.7058823321799315,0.059964726525635406,22.6,23.008849557522122,18.24353982300885,22.6,130.0,567.0,1.7929203539823009,"{'us': 15, 'I': 4}",3.9541446208112876
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,34.0,42.0,-0.10526315650969531,0.07569721107998285,15.59375,17.43486973947896,13.211447895791583,15.59375,174.0,1004.0,1.6633266533066133,"{'I': 6, 'us': 20, 'we': 12, 'my': 1}",3.4252988047808763
